label,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,kmeans
6.3,1.251741174,1.221525641,1.220347139,1.222560518,1.26291865,1.316017214,1.28071619,1.290128494,1.267752744,1.340550002,1.434655088,1.482440846,1.513243671,1.480801354,1.740984946,7
2,2.171293796,2.340336832,2.5425967,2.862133614,3.179445731,3.27438547,3.401086274,3.533094927,3.553261205,3.515195161,3.481665328,3.458786699,3.435345672,3.328978668,3.607166219,3
15.5,2.530044784,2.731313036,2.823601844,2.995946656,3.115774499,3.008400461,2.929076325,2.96179308,2.879906793,2.747048366,2.693940569,2.701857702,2.71920937,2.439437251,2.794350726,5
11.2,2.475534605,2.705910906,2.829057885,2.953460533,3.077130082,2.984406393,2.846034577,2.815813157,2.688519754,2.630902313,2.635786102,2.748416946,2.8355747,2.843938138,3.011797952,2
1.3,1.983551668,2.122787502,2.302448374,2.56013178,2.862083249,2.972236654,3.1084117,3.244194075,3.267793444,3.257623711,3.260100304,3.265802308,3.27155962,3.259900209,3.492711424,3
2.2,0.567675738,0.559248794,0.624502464,0.769344957,0.954132929,1.021570428,1.110128221,1.163847944,1.242659439,1.360337984,1.480048369,1.676986624,1.932303182,2.275000455,2.586963576,7
3,0.920633934,0.789209834,0.692463605,0.691927942,0.760339013,0.789830618,0.842575677,0.87510496,0.916871692,0.989092238,1.07669167,1.182351921,1.318542156,1.608131167,1.9108946,7
4.9,0.724134254,0.666248977,0.678716685,0.799044131,0.960448794,1.026698287,1.116577047,1.171252791,1.229948339,1.333352416,1.457721322,1.617895787,1.848295019,2.177182762,2.509023971,7
10.1,1.623618086,1.823620968,2.021211108,2.26180509,2.497021468,2.534028461,2.532808278,2.564523974,2.482208343,2.408518241,2.387173825,2.497723492,2.596385249,2.692043236,2.861706629,2
17.9,1.419025664,1.394353589,1.410101692,1.441552922,1.489408542,1.51343181,1.474693265,1.492550064,1.508137714,1.626089255,1.71986321,1.763350883,1.801150999,1.713086418,2.037959098,7
1.5,0.681057467,0.595212064,0.572454669,0.657914927,0.778425457,0.839377672,0.920445335,0.96535137,1.0104825,1.097519125,1.208337339,1.352206511,1.526806386,1.848978585,2.152898474,7
5.1,2.121971466,2.080665147,2.006783192,2.024636266,2.045990294,1.975868305,1.874200026,1.843526276,1.765469242,1.698985553,1.626357068,1.565854339,1.461913975,1.46962892,1.41169745,7
3.2,1.979854558,2.120028186,2.348374966,2.661024513,2.975938047,3.102430225,3.258090427,3.409190766,3.499358308,3.538132847,3.54837952,3.533298346,3.46510014,3.334266233,3.596641942,3
86.8,1.970530913,1.993451,1.957285957,2.02578548,2.114621537,2.034150381,1.972681479,1.968376297,1.845231252,1.808205534,1.815797331,1.838162847,1.869017537,1.775681089,1.90461252,5
31.6,1.693162211,1.625714979,1.598247507,1.611657453,1.669351438,1.708022789,1.707849094,1.747073472,1.737813685,1.782157753,1.874784681,1.932962988,1.954722735,1.877404715,2.184586318,7
31.7,0.452622598,0.515841918,0.627434701,0.856836873,1.067220015,1.146711281,1.151389539,1.056095315,0.937573418,0.862972701,0.907916853,1.032761981,1.164736192,1.3518534,1.503446539,7
40.5,1.721661721,1.836350862,1.842730003,2.002276735,2.105140846,2.019350866,2.007220652,2.05986581,2.018387798,1.960207231,2.005892465,2.052596153,2.107028987,1.873901844,2.188782998,5
43.3,2.070205097,2.22788103,2.310210128,2.584592458,2.76651381,2.697072148,2.670476139,2.696582782,2.639722147,2.511318708,2.532948534,2.596449023,2.628013634,2.291799281,2.722745094,5
24.7,1.922225102,1.867467182,1.834846222,1.897832924,1.956358678,1.953986264,1.984708337,2.046932497,2.122371024,2.248613523,2.387813168,2.463796104,2.46697338,2.328904728,2.729633269,4
21.2,1.373390772,1.512448127,1.689954237,1.906112102,2.146153712,2.227359111,2.401856502,2.644809236,2.800919526,2.860019691,2.892159777,2.923038187,2.929729798,2.972845399,3.151108708,3
37.4,0.51262446,0.546354271,0.617909254,0.788525308,1.005991749,1.100231253,1.100699634,1.030876883,0.966617791,0.890785817,0.866492657,0.986365703,1.118881092,1.276692363,1.39749618,7
27.2,1.946239953,1.931939954,1.948369952,2.053144245,2.144420908,2.185163788,2.250948858,2.335441527,2.448788938,2.561922253,2.704845348,2.778167724,2.764680735,2.492676657,2.956633366,0
25.9,1.961491639,1.906324712,1.887086252,1.966970182,2.035117559,2.057453499,2.115970572,2.19376206,2.287277437,2.423412959,2.569630779,2.625679762,2.61374761,2.461702967,2.867036369,4
38.3,1.404656612,1.384859074,1.395624,1.424453599,1.451106191,1.469357654,1.440956966,1.47582831,1.514154589,1.632927229,1.746634825,1.788763057,1.813387205,1.720463083,2.028676852,0
27.2,0.432290078,0.55036242,0.763812599,1.054642005,1.215203402,1.178342641,1.050211763,0.920845253,0.898101587,0.935397152,1.053760275,1.263563745,1.477482028,1.764567499,1.975730592,7
30.7,1.924291102,2.043234237,2.11169443,2.368286483,2.648667796,2.687083305,2.737001041,2.806465168,2.791665701,2.641528301,2.660162168,2.698473046,2.72240735,2.373756391,2.810031145,5
53.9,1.774606931,1.922716225,1.96900937,2.196812669,2.346991106,2.270094656,2.268973522,2.307841801,2.242025686,2.143965344,2.192086025,2.251593365,2.313724096,2.017267678,2.431305539,5
33.4,2.128744526,2.289457229,2.335171492,2.511081,2.615416639,2.505885026,2.454137515,2.496197586,2.45162618,2.375400174,2.380443833,2.419087547,2.455683017,2.174910192,2.508235335,5
28.9,1.953614037,1.961698191,1.993303812,2.135928786,2.276079047,2.313940518,2.346381096,2.434772888,2.583713188,2.786289201,2.963895253,2.952706288,2.862090868,2.520114132,3.058602815,0
41.3,1.846374596,1.912842213,1.972963275,2.180387571,2.415213654,2.533283618,2.6911084,2.846797298,2.86982299,2.731796749,2.715554388,2.730123597,2.747532809,2.399762906,2.84906868,6
22.6,2.448477853,2.600511477,2.624282957,2.748331766,2.82534758,2.708385133,2.647085571,2.690665997,2.588487183,2.455716622,2.416432215,2.435623385,2.475701062,2.275093604,2.548595307,5
54.3,1.994900941,2.006129735,2.042888995,2.185126153,2.327260744,2.362753588,2.400685247,2.494165228,2.654571779,2.872201419,3.038362572,3.027600426,2.94145715,2.592961536,3.123343119,0
31.2,1.583360223,1.536494566,1.547509607,1.583059812,1.646926657,1.69094081,1.677665996,1.684355715,1.678410417,1.763940204,1.875279185,1.911250982,1.932076225,1.844796229,2.199760266,7
48.6,2.020789495,2.036530408,2.088666087,2.237787222,2.375248808,2.420417424,2.49145081,2.583736371,2.671631008,2.866219002,3.059743816,3.084175471,3.030089523,2.720810342,3.194737117,0
29.9,1.923842976,1.849627533,1.798316031,1.830482652,1.872730155,1.876482106,1.887286961,1.930367391,1.996594947,2.113886522,2.243505687,2.313091993,2.337553581,2.264744959,2.575054902,4
27.9,1.615573687,1.71144621,1.708422477,1.860091775,1.956827656,1.878958836,1.872955559,1.929825868,1.889135864,1.840278952,1.884658496,1.929556625,1.986890358,1.780461345,2.069599846,5
29.1,0.4678618,0.574701033,0.736317398,0.976537591,1.188957307,1.213450807,1.139737646,1.013901915,0.950272482,0.92877687,0.990699939,1.129399337,1.272585886,1.522645788,1.712525966,7
41.3,1.960823696,1.957135139,1.997455315,2.126036221,2.246309814,2.298535934,2.36524847,2.453719021,2.540113339,2.670044556,2.871355173,2.929223199,2.880734009,2.576535933,3.060495998,0
39.7,2.324877263,2.503395271,2.608563324,2.837756353,2.989249997,2.895777542,2.830509419,2.859301768,2.798746079,2.68520113,2.674824602,2.702345846,2.718270467,2.390912156,2.79132618,5
22.7,1.917607041,1.920874691,1.954242449,2.079854418,2.212650956,2.257499877,2.304915995,2.377185166,2.482362145,2.62120201,2.83593076,2.860590095,2.781314413,2.460786839,2.988882208,0
51.1,2.215327626,2.383359606,2.470513453,2.768882551,2.985003101,2.94019436,2.914993871,2.94089237,2.885644321,2.751025703,2.744304627,2.796274063,2.808543819,2.453923934,2.882039137,5
23.6,2.472942171,2.646915731,2.728696289,2.801780505,2.856207498,2.711151608,2.520761554,2.469562572,2.369989949,2.332771296,2.372801213,2.494563272,2.565697743,2.559682654,2.697034266,2
20.5,0.862409108,0.825360306,0.809203902,0.804306319,0.813321189,0.828647813,0.814446388,0.83947537,0.834492253,0.880047787,0.922478855,0.966102515,0.998526503,1.004577068,1.179856654,7
2.9,1.719223396,1.836520089,1.951020509,2.120245438,2.358419523,2.565499852,2.693119977,2.738933117,2.846117444,3.05189276,3.164272051,3.208473524,3.23061108,3.233933775,3.233485462,3
2.2,3.370449485,3.483810346,3.588101655,3.565557883,3.497182907,3.464369885,3.447121771,3.43722329,3.325683736,3.603214115,3.64087734,3.669182211,3.642844635,3.641989505,3.706562811,3
1.1,1.780268154,1.816595849,1.890127772,2.008693643,2.129534305,2.224406387,2.235317507,2.204932171,2.027997729,2.467302,2.579945284,2.682200654,2.779117726,2.784212306,2.783244598,0
5.9,1.503436723,1.56829433,1.640029786,1.75354095,1.967020312,2.139728685,2.287303756,2.406705857,2.598645584,2.826777294,2.982582729,3.055079964,3.117185173,3.129047601,3.16925884,3
7.7,3.008400461,2.929076325,2.96179308,2.879906793,2.747048366,2.693940569,2.701857702,2.71920937,2.439437251,2.794350726,2.8133062,2.825616713,2.844572881,2.811207944,2.840100581,5
3.4,1.609635446,1.70809039,1.84366831,2.053939652,2.239368272,2.410081174,2.562986596,2.643466599,2.73959571,2.836051194,2.859039392,2.897635848,2.903325245,2.926213821,3.035047528,2
1.5,1.817248905,1.809308767,1.859187003,1.926417157,2.057616836,2.18230149,2.25468725,2.260906258,2.087856238,2.488707031,2.61604462,2.700001191,2.762214486,2.747714346,2.744320029,0
10.6,3.150173759,3.119583751,3.142398593,3.018194946,2.895760513,2.873921683,2.947031746,3.023628485,3.031183142,3.26998375,3.347614018,3.386193143,3.357729057,3.349024106,3.449831396,2
3,2.054163842,2.101821955,2.178874483,2.295026697,2.381452526,2.514035089,2.594797508,2.563088234,2.294371463,2.788936738,2.872897403,2.947920048,3.012163103,3.014841351,3.026588635,0
1.3,1.174281862,1.190889342,1.228215302,1.30445863,1.413219591,1.635753513,1.957423595,2.201229595,2.433102235,2.673364907,2.755556494,2.822540307,2.910037623,3.020975814,3.220711922,1
11.1,2.704758479,2.777540789,2.859486448,2.783005373,2.682239682,2.647832296,2.720921949,2.808406237,2.900271835,3.095727408,3.152830231,3.178112403,3.151041022,3.145295341,3.2537396,2
1.8,1.099776246,1.186478937,1.245630524,1.330331036,1.449132076,1.572779731,1.761969801,2.028313761,2.392294954,2.710565674,2.852818258,2.865287632,2.828889531,2.815612807,2.892537209,4
5.6,1.576978566,1.676079459,1.779222268,1.946303429,2.16750913,2.414201549,2.632939426,2.742600008,2.842503058,2.925782728,2.935454276,2.978876856,3.00796326,3.040062059,3.131039531,2
3.9,1.640728676,1.649302839,1.690086694,1.753005733,1.878759062,2.026015445,2.161853582,2.251824308,2.353239871,2.562682922,2.699507576,2.805985701,2.875954106,2.888849976,2.913532271,4
3.5,3.304948157,3.202555314,3.206913504,3.021901327,2.896262366,2.817607427,2.84980624,2.89595787,2.811595668,3.037894652,3.139396103,3.20536217,3.223614554,3.208682168,3.248863125,5
12.7,2.803916252,2.852734913,2.918318274,2.824851019,2.714135526,2.681564027,2.758127726,2.847276947,2.925485727,3.123913731,3.18000998,3.209712676,3.188308171,3.181362587,3.28776569,2
6.5,0.828647813,0.814446388,0.83947537,0.834492253,0.880047787,0.922478855,0.966102515,0.998526503,1.004577068,1.179856654,1.276306399,1.384829222,1.516377363,1.567348129,1.598990497,7
1.5,1.496739706,1.598182623,1.737132634,1.832211151,1.896393238,2.064225022,2.279541014,2.399861257,2.485967687,2.636013571,2.67054315,2.703379823,2.70822624,2.755997861,2.941666673,2
12.6,3.149479605,3.054278056,3.043707843,2.910416259,2.832463915,2.817589043,2.908416078,3.000798186,3.003775931,3.201654304,3.248091537,3.267521603,3.247146563,3.26695482,3.377388048,2
2.7,0.920544905,0.92478525,0.905245634,0.858443901,0.805196098,0.767279296,0.75823605,0.808113535,0.91360664,1.040043211,1.237478962,1.385842751,1.46999042,1.497244588,1.543265014,7
4.7,3.507613385,3.530018059,3.566596512,3.492068887,3.405446421,3.372869963,3.365573436,3.398381099,3.269274209,3.550052845,3.577693511,3.612781112,3.608461487,3.622697282,3.698194353,9
2.9,0.769377035,0.822765045,0.860799427,0.907094486,0.975639808,1.065238215,1.181796421,1.324240241,1.611666092,1.906278377,2.153784396,2.338882925,2.518450959,2.588563756,2.632564027,7
1.5,1.575393784,1.576189039,1.658158769,1.774727477,1.846847822,1.968018199,2.164999905,2.273470972,2.388800137,2.5628327,2.607983187,2.722509241,2.846889764,3.056840722,3.298016425,1
4.1,3.528907296,3.586829916,3.643748965,3.592446675,3.523475554,3.515047702,3.498184475,3.466525386,3.225146058,3.527976617,3.551766672,3.578090938,3.562139353,3.561667971,3.620388919,9
17.4,1.357854717,1.411599454,1.452680449,1.526392074,1.680094264,1.842523813,1.990484988,2.138019892,2.376673704,2.630024991,2.814401127,2.921508273,3.01082028,3.031677738,3.068972297,4
17.2,3.239068319,3.150523674,3.149896012,3.029877777,2.942891214,2.932171659,3.020995168,3.095743319,3.04172477,3.23890888,3.300160028,3.335993698,3.331271205,3.336735507,3.432278551,2
4.7,3.198698057,3.096807695,3.09622762,2.974752906,2.900866707,2.892781372,2.989514389,3.065169927,3.017701567,3.199012063,3.254978825,3.287394224,3.286461139,3.30076961,3.39772361,2
5.2,1.656084832,1.563033742,1.521616611,1.430341708,1.352139104,1.291897953,1.268114327,1.209499059,1.285288032,1.306125725,1.40276792,1.483728346,1.525722456,1.6138653,1.748346448,7
23.1,1.244387232,1.319067521,1.371014879,1.446206452,1.57057447,1.706583224,1.85867777,2.034598283,2.308327827,2.597426373,2.804929106,2.927273808,3.021070581,3.023122359,3.062269122,4
25.3,1.233991735,1.292922986,1.314059644,1.338395639,1.44523256,1.581942549,1.733339081,1.878334203,2.120373704,2.374452871,2.593121261,2.72380055,2.838774925,2.882855568,2.922012423,4
31,1.350515618,1.453987357,1.525620834,1.614051862,1.745697804,1.899005059,2.067851914,2.253709839,2.511721243,2.820859597,3.013303827,3.088510623,3.110412342,3.085869441,3.173178064,3
26.4,2.041582744,2.16898983,2.351265892,2.557241476,2.74188403,2.887955617,2.986580333,2.997104568,3.023806377,3.152247263,3.211235747,3.282503061,3.338772034,3.372894789,3.446567793,2
43,2.316680805,2.411456898,2.523223001,2.623118526,2.7476957,2.903807956,2.957029533,2.938605388,2.736805032,3.131017196,3.181864239,3.228703086,3.273675608,3.257933747,3.259810977,6
20.4,1.876482106,1.887286961,1.930367391,1.996594947,2.113886522,2.243505687,2.313091993,2.337553581,2.264744959,2.575054902,2.677975552,2.783025761,2.860502642,2.84237816,2.811528283,4
22.3,2.771446035,2.586083164,2.554996382,2.472802649,2.462136845,2.493938744,2.604874207,2.666344212,2.637357616,2.751720305,2.782053679,2.825963663,2.88336521,2.927496065,3.047510797,2
24,2.711151608,2.520761554,2.469562572,2.369989949,2.332771296,2.372801213,2.494563272,2.565697743,2.559682654,2.697034266,2.736736749,2.774528615,2.818402422,2.882640758,3.018976548,2
41.4,2.298535934,2.36524847,2.453719021,2.540113339,2.670044556,2.871355173,2.929223199,2.880734009,2.576535933,3.060495998,3.109267398,3.167546196,3.203431813,3.208264012,3.223583502,6
23.5,1.783537967,1.931837652,2.043328335,2.154487332,2.323327938,2.52711224,2.751961726,2.917453544,3.069999641,3.226208118,3.252662087,3.245006626,3.266081507,3.312763307,3.411658859,3
20.4,2.020725777,2.185746484,2.307246327,2.440702464,2.612854991,2.798843668,2.966752176,3.061628482,3.153578222,3.309411735,3.340388129,3.359706067,3.387821151,3.413789044,3.490721619,3
25.4,1.614368916,1.743081181,1.845352762,1.947657742,2.101240655,2.280246753,2.492040402,2.705879944,2.930712056,3.152971903,3.207005007,3.181529333,3.182335424,3.209342377,3.322506643,3
25.7,2.257499877,2.304915995,2.377185166,2.482362145,2.62120201,2.83593076,2.860590095,2.781314413,2.460786839,2.988882208,3.048626687,3.108176265,3.154822841,3.166465209,3.174417559,6
65.8,2.697072148,2.670476139,2.696582782,2.639722147,2.511318708,2.532948534,2.596449023,2.628013634,2.291799281,2.722745094,2.737999537,2.754217821,2.758630036,2.710306933,2.735013539,5
24.2,2.274642318,2.427933207,2.654724527,2.82980333,2.925744631,2.998051768,3.03747797,3.029564249,3.053343772,3.222312162,3.301145242,3.375099432,3.415398055,3.43205255,3.506384726,2
34.8,1.878958836,1.872955559,1.929825868,1.889135864,1.840278952,1.884658496,1.929556625,1.986890358,1.780461345,2.069599846,2.060318409,2.055867477,2.046422044,1.98098586,1.957123629,5
38.4,1.279921456,1.378242594,1.445314854,1.520112715,1.641925867,1.792259628,1.958203215,2.156385599,2.443444505,2.768380657,2.97340008,3.051671879,3.07290731,3.041940227,3.118282026,3
70.5,2.270094656,2.268973522,2.307841801,2.242025686,2.143965344,2.192086025,2.251593365,2.313724096,2.017267678,2.431305539,2.444724109,2.473068699,2.472166795,2.407011564,2.405000529,5
21.1,1.879640937,1.999434865,2.139167041,2.329227284,2.543171992,2.754662395,2.917164406,2.968106777,3.013281318,3.111980367,3.150063865,3.205199599,3.263997065,3.320405218,3.402687796,2
20.9,2.223457395,2.24462088,2.326915813,2.470585466,2.647419602,2.836003858,2.818795278,2.717741735,2.398522158,2.944707162,3.011532385,3.072845951,3.123617007,3.125629612,3.114417292,6
20.9,1.486559916,1.611992217,1.695650526,1.792629662,1.943028962,2.106647658,2.282666569,2.464659855,2.70893836,3.006698969,3.152588055,3.156647847,3.152370985,3.14526123,3.246744062,3
47.5,2.94019436,2.914993871,2.94089237,2.885644321,2.751025703,2.744304627,2.796274063,2.808543819,2.453923934,2.882039137,2.899805812,2.919508632,2.914632906,2.875459331,2.901508241,5
49.4,2.034150381,1.972681479,1.968376297,1.845231252,1.808205534,1.815797331,1.838162847,1.869017537,1.775681089,1.90461252,1.952931699,1.966221532,1.971716927,1.951402841,1.970597432,8
23,2.313940518,2.346381096,2.434772888,2.583713188,2.786289201,2.963895253,2.952706288,2.862090868,2.520114132,3.058602815,3.112833948,3.165416015,3.21508193,3.218681964,3.209305646,6
35.9,2.58296575,2.671161854,2.772621226,2.880191398,3.105443403,3.256035213,3.262676209,3.215708472,2.982627256,3.378141159,3.410578152,3.442446091,3.470999225,3.468733226,3.461625262,6
38.6,2.493294211,2.584966471,2.704854111,2.801187855,2.952708243,3.130650508,3.146041269,3.11623322,2.935525345,3.302820664,3.348553454,3.378214051,3.408869399,3.401195711,3.396830817,6
35.3,2.454980485,2.49555754,2.662637783,2.929684208,3.104210171,3.206938858,3.186087253,3.110797428,2.764713106,3.249585541,3.282467835,3.337937028,3.380930633,3.366286117,3.337411062,6
22.4,2.984406393,2.846034577,2.815813157,2.688519754,2.630902313,2.635786102,2.748416946,2.8355747,2.843938138,3.011797952,3.051003316,3.064978401,3.06510638,3.116059159,3.239372325,2
21.1,2.057453499,2.115970572,2.19376206,2.287277437,2.423412959,2.569630779,2.625679762,2.61374761,2.461702967,2.867036369,2.927314366,2.972326439,3.034471292,3.04196895,3.032575891,0
24.4,2.405807946,2.5639352,2.784996551,2.929257511,3.005156885,3.06135477,3.093530137,3.083693215,3.103075063,3.284835652,3.363126749,3.426423275,3.464574507,3.485230792,3.561819279,2
24.3,2.895777542,2.830509419,2.859301768,2.798746079,2.68520113,2.674824602,2.702345846,2.718270467,2.390912156,2.79132618,2.793417232,2.793871957,2.810053224,2.770891382,2.801656068,5
54.4,2.019350866,2.007220652,2.05986581,2.018387798,1.960207231,2.005892465,2.052596153,2.107028987,1.873901844,2.188782998,2.182425303,2.185230666,2.175986212,2.112270718,2.079501448,5
57.8,2.420417424,2.49145081,2.583736371,2.671631008,2.866219002,3.059743816,3.084175471,3.030089523,2.720810342,3.194737117,3.23830095,3.284969916,3.319912601,3.323878868,3.330126777,6
22.8,3.003225286,2.905506084,2.885426285,2.74790575,2.662071665,2.657881498,2.773371682,2.862919768,2.883955183,3.064665034,3.120220729,3.143057369,3.119810673,3.153819217,3.280741051,2
0,3.097843198,2.973464148,2.955143111,2.833901519,2.773058718,2.764126662,2.869019695,2.962786717,2.958076382,3.129745953,3.166789782,3.183223849,3.178114691,3.213884521,3.32270599,2
0,0.884594863,0.897507129,0.8355423,0.78831447,0.769038061,0.781983032,0.867649616,1.022487103,1.21776385,1.361887912,1.466880254,1.574351952,1.689136536,1.806167737,1.9787896,7
4.8,2.666586365,2.767041787,2.792493359,2.891990562,3.105093884,3.188524815,3.232510905,3.264522944,3.243264742,3.223812871,3.184531655,3.254827455,3.102030022,3.126106619,3.302206793,3
4,3.389792296,3.422590004,3.379892605,3.273993667,3.513415273,3.553868508,3.583667816,3.60772097,3.581045428,3.559795222,3.510880504,3.551129224,3.404678565,3.428257522,3.596414482,3
19.9,3.029246189,3.091755848,3.169474,3.142867634,3.390506592,3.455149249,3.510544759,3.496434547,3.491625535,3.567954597,3.575185651,3.650960262,3.481534297,3.481700573,3.594424764,2
5.3,2.858584344,2.861540465,2.893582767,2.776051915,3.024357128,3.115727402,3.184268993,3.204115431,3.178883938,3.211373761,3.202499974,3.291778961,3.177384146,3.226047219,3.328029104,5
1.3,2.167656772,2.28453668,2.359828987,2.462010392,2.618267538,2.655082973,2.708532861,2.734918593,2.854426742,3.186581315,3.40283328,3.566411176,3.344293595,3.285135691,3.40662436,2
17.1,3.104889398,3.19732884,3.211415448,3.217855278,3.37750414,3.475454525,3.524256207,3.534995596,3.520484509,3.547153188,3.550824897,3.597886815,3.483750878,3.527687697,3.719741771,3
13.5,2.378441225,2.468885409,2.510572754,2.495257363,2.774505434,2.856370056,2.920120852,2.989630158,2.984978056,2.969536542,2.960276827,3.042711177,2.927279106,2.964500636,3.101680315,4
9.5,2.797553146,2.906855448,2.994900996,2.971368905,3.134378935,3.173988618,3.194725473,3.197818344,3.229087496,3.33186364,3.341939123,3.429775444,3.243929766,3.244097082,3.362037826,2
1.3,1.036777124,1.184938047,1.369618234,1.638907682,1.888795777,2.087298816,2.280773566,2.381321161,2.356203729,2.354601778,2.341051041,2.436816336,2.328657197,2.373124531,2.600553668,1
2.1,2.463341098,2.713431994,2.854699143,2.959570224,3.036386234,3.04223978,3.073295365,3.115820689,3.173051157,3.274722476,3.286894058,3.390431808,3.220392431,3.247668483,3.466708556,2
3.7,1.702833306,1.803875126,1.880513415,1.995885773,2.191049797,2.322724485,2.444074264,2.534659271,2.584387842,2.637016085,2.64309065,2.717243936,2.622366316,2.675949437,2.834862293,4
4.3,3.168843849,3.244169742,3.253534146,3.265452595,3.425324394,3.481441077,3.515112018,3.537351241,3.516128946,3.501386797,3.443851993,3.499645248,3.378313627,3.437596065,3.646885797,3
4.4,3.490062118,3.468774949,3.421119247,3.319131056,3.587943531,3.655352365,3.691803326,3.673578111,3.65356663,3.688433807,3.703440389,3.764458915,3.623331383,3.652925396,3.807973961,9
18.1,3.221814549,3.223111732,3.251541113,3.234152285,3.479308679,3.543951382,3.596622377,3.612046043,3.63102358,3.710430334,3.731631877,3.817456157,3.628957512,3.6288499,3.750613695,2
18.5,3.260100304,3.265802308,3.27155962,3.259900209,3.492711424,3.555320852,3.59474117,3.608554418,3.630280697,3.715241835,3.741511924,3.834537999,3.658279793,3.655041381,3.788945031,2
5.5,3.486342249,3.478140313,3.459168281,3.246134626,3.541235929,3.567350741,3.595892396,3.582617468,3.584201219,3.648563382,3.655762077,3.717682318,3.573503248,3.606774978,3.712903125,9
3.3,1.065238215,1.181796421,1.324240241,1.611666092,1.906278377,2.153784396,2.338882925,2.518450959,2.588563756,2.632564027,2.550080617,2.595695009,2.451681354,2.475030324,2.689882156,4
8,2.887955617,2.986580333,2.997104568,3.023806377,3.152247263,3.211235747,3.282503061,3.338772034,3.372894789,3.446567793,3.461399818,3.580196955,3.401578122,3.421360752,3.599504386,2
1.5,2.064225022,2.279541014,2.399861257,2.485967687,2.636013571,2.67054315,2.703379823,2.70822624,2.755997861,2.941666673,3.15373924,3.465629779,3.339111793,3.289512234,3.381318208,2
1.4,0.869225717,0.960545272,1.076596455,1.295572483,1.557160632,1.799407753,1.973046655,2.152054813,2.233563462,2.355737043,2.326165197,2.348163893,2.171660088,2.154312544,2.362173755,4
4.2,1.121344117,1.219546981,1.349914925,1.640881178,1.938270779,2.157683058,2.33365681,2.50814283,2.574417587,2.652655719,2.614687405,2.660771919,2.51032375,2.547113819,2.779052175,4
17.1,2.376769588,2.540347438,2.683838852,2.847899808,3.108008117,3.220973146,3.224351151,3.244429361,3.251751522,3.324394626,3.324120766,3.38803201,3.239256965,3.255889189,3.463906845,3
16.2,2.52711224,2.751961726,2.917453544,3.069999641,3.226208118,3.252662087,3.245006626,3.266081507,3.312763307,3.411658859,3.422741927,3.520845869,3.360481329,3.363603768,3.543729237,2
5.4,3.261839823,3.260110536,3.275218351,3.087368993,3.370064234,3.432048008,3.493174244,3.508832247,3.523224229,3.59267948,3.586554196,3.645912141,3.48708186,3.514419543,3.62436909,9
1,0.76374887,0.761366273,0.75990267,0.658898364,0.880435607,0.928738159,0.992620637,1.046407979,1.072331775,1.112597445,1.136603678,1.16661813,1.120723798,1.112397154,1.135201242,0
16.5,2.303834973,2.476913564,2.617239052,2.791256833,3.05457703,3.195151681,3.207767706,3.225453273,3.230896193,3.306749087,3.296124242,3.362410336,3.211111868,3.230153828,3.443280119,3
18.6,2.798843668,2.966752176,3.061628482,3.153578222,3.309411735,3.340388129,3.359706067,3.387821151,3.413789044,3.490721619,3.509708799,3.608764299,3.450820299,3.45747335,3.638727006,2
5.8,2.892781372,2.989514389,3.065169927,3.017701567,3.199012063,3.254978825,3.287394224,3.286461139,3.30076961,3.39772361,3.400081072,3.481833604,3.304811924,3.309662649,3.427547152,2
1.2,1.653931778,1.887663831,2.104242602,2.336661877,2.53548431,2.61758351,2.684134664,2.712214193,2.755865445,2.887513822,2.994472826,3.215660796,3.1812441,3.229375636,3.337530556,1
7.6,2.81007407,2.847930795,2.872126206,2.942201421,3.130267682,3.212689813,3.284951372,3.281090186,3.273312568,3.35037457,3.393779477,3.558117511,3.412115461,3.416649937,3.568739763,2
26.5,2.061695992,2.070508783,2.009896946,1.832382488,2.313894286,2.447995265,2.577936394,2.674519504,2.685228138,2.686767563,2.658972272,2.656325069,2.521463839,2.490072287,2.528807529,6
24.6,1.842523813,1.990484988,2.138019892,2.376673704,2.630024991,2.814401127,2.921508273,3.01082028,3.031677738,3.068972297,3.045100465,3.135163787,2.987204146,3.014852729,3.232852815,3
37.6,1.283531175,1.332969254,1.416922696,1.641922541,1.867486283,2.068579139,2.208497171,2.332638033,2.405206576,2.465347517,2.473548912,2.554688943,2.447289745,2.488946187,2.650336122,4
37,2.660162168,2.698473046,2.72240735,2.373756391,2.810031145,2.8222719,2.868473032,2.885384913,2.856364207,2.868169364,2.78687723,2.796901054,2.655574402,2.711541735,2.777562782,5
23.5,1.825589327,1.987670403,2.165984251,2.426801643,2.708241835,2.905011963,3.012264207,3.081641572,3.069085725,3.127962952,3.109447838,3.205903621,3.054837098,3.068963648,3.286998233,3
25.9,1.792259628,1.958203215,2.156385599,2.443444505,2.768380657,2.97340008,3.051671879,3.07290731,3.041940227,3.118282026,3.122801323,3.22745099,3.070939445,3.08074916,3.298657648,3
22.2,2.231101342,2.408463025,2.556757729,2.746164437,3.020985781,3.169876349,3.190568458,3.202890269,3.204762864,3.290937994,3.280169931,3.351148524,3.19804651,3.214240852,3.428481303,3
25.3,2.569630779,2.625679762,2.61374761,2.461702967,2.867036369,2.927314366,2.972326439,3.034471292,3.04196895,3.032575891,3.027028156,3.081916715,2.96951675,2.979770191,3.084001023,6
